zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,website,maxAge,address1,fax,industry,address2,symbol,compensationAsOfEpochDate
12190,Financial Services,26.0,"PT Ashmore Asset Management Indonesia Tbk s an investment management company. The firm was founded in 2010 and is headquartered in Jakarta Utara, Jakarta Raya, Indonesia.",Jakarta,62 21 2953 9000,Indonesia,https://www.ashmoregroup.com,86400,Pacific Century Place,62 21 2953 9001,Asset Management,18th Floor SCBD Lot 10 Jalan Jendral Sudirman Kav 52-53,AMOR.JK,
10130,Energy,674.0,"PT Mitrabara Adiperdana Tbk, together with its subsidiaries, engages in coal mining, trading, and industrial businesses. It holds interests in coal mining, which covers an area of 1,930 hectares and 1,030 hectares located in Malinau Regency, North Kalimantan. The company also operates biomass power plants; and provides plantation services. It sells its products in China, South Korea, the Philippines, Taiwan, New Zealand, Indonesia, and internationally. The company was founded in 1992 and is headquartered in Jakarta Pusat, Indonesia. PT Mitrabara Adiperdana Tbk is a subsidiary of PT Wahana Sentosa Cemerlang.",Jakarta Pusat,62 21 6385 6211,Indonesia,https://www.mitrabaraadiperdana.co.id,86400,Graha Baramulti,62 21 6385 2326,Thermal Coal,Jl. Suryopranoto No. 2 Komplek Harmoni Block A-8,MBAP.JK,
12920,Financial Services,610.0,"PT Bank Multiarta Sentosa Tbk provides various banking products and services in Indonesia. It offers current, savings, foreign currency, and time deposits; and working capital, investment, and consumer loans. The company also provides remittance, export and import, clearance, fund transfer, money changer, payroll, and bill payment services; safe deposit boxes; internet and mobile banking; and automated teller machine cards. As of December 31, 2021, it operated a network of 13 branches and 21 sub-branches. The company was founded in 1992 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 579 06006,Indonesia,https://www.bankmas.co.id,86400,Grha Bank MAS,62 21 579 06005,Banks—Regional,Jalan Setiabudi Selatan Kav 7-8 Kuningan South Jakarta,MASB.JK,
13870,Industrials,876.0,"PT Widodo Makmur Perkasa Tbk operates in the consumer goods and agricultural commodities sector in Indonesia. The company engages in the integrated cattle farming, breeding, and feedmill activities; biofertilizer production; meat Processing; and leather production. It is also involved in parent stock breeding, hatchery, poultry feed production, broiler chicken cultivation, premium layer farming, and poultry slaughterhouse operation; production of rice, soya bean, sugar, corn, cassava, palm meal, soya meal, and other feed ingredients; and development and management of solar and wind power. The company was founded in 1995 and is headquartered in East Jakarta, Indonesia.",Jakarta Timur,62 21 8430 6787,Indonesia,https://widodomakmurperkasa.co.id,86400,Jl. Raya Cilangkap No. 58 Cilangkap,,Conglomerates,,WMPP.JK,
11520,Communication Services,975.0,"PT MNC Sky Vision Tbk, together with its subsidiaries, provides satellite based pay television services in Indonesia. The company distributes approximately 140 local and international channels in various categories, such as sports, news, movies, knowledge, kids, religion, entertainment, hobby/special interest, and others. It provides its services under the Indovision and TopTV brand names. The company was formerly known as PT Matahari Lintas Cakrawala and changed its name to PT MNC Sky Vision Tbk in December 2006. The company was founded in 1988 and is headquartered in Jakarta, Indonesia. PT MNC Sky Vision Tbk is a subsidiary of PT MNC Vision Networks.",Jakarta,62 21 582 8000,Indonesia,https://www.mncvision.id,86400,MNC Vision Tower,62 21 582 5440,Entertainment,Jl. Raya Panjang Z/III Green Garden,MSKY.JK,
10220,Financial Services,1206.0,"PT Bank China Construction Bank Indonesia Tbk provides various banking products and services in Indonesia. It operates through four segments: Loans, Treasury, Trade Finance, and Unallocated. The company offers various deposit products comprising savings and current accounts, and time deposits; auto and mortgage loans, and commercial express credit products; and safe deposits boxes, and treasury and international banking services. It operates through a network of 21 branch offices and 61 sub-branch offices located in Java, Bali, Sumatra, Kepulauan Riau, West Kalimantan, South Sulawesi, Bangka Belitung, and West Nusa Tenggara. The company was formerly known as PT Bank Windu Kentjana International Tbk and changed its name to PT Bank China Construction Bank Indonesia Tbk in December 2016. The company was founded in 1974 and is headquartered in Jakarta Pusat, Indonesia. PT Bank China Construction Bank Indonesia Tbk is a subsidiary of China Construction Bank Corporation.",Jakarta Pusat,62 21 5082 1000,Indonesia,https://idn.ccb.com,86400,Gedung Sahid Sudirman Center Building,62 21 5082 1010,Banks—Regional,15th Floor Jl. Jend Sudirman Kav. 86,MCOR.JK,
10120,Financial Services,285.0,"PT Bank Oke Indonesia Tbk provides various banking products and services in Indonesia. It offers current and saving accounts, demand, and time deposits, as well as certificates of deposit; and offers current account loans, working capital, investment, lines of credit, and consumer loans, such as mortgages and vehicle loans, as well as unsecured credit and payroll loans. The company also provides transfer of funds through RTGS and SKN; and ATM/debit, telephone payment, foreign exchange trading, safe deposit box leasing, and bank guarantee services, as well as internet/mobile banking services. It operates 14 branches. The company was founded in 1990 and is headquartered in Central Jakarta, Indonesia. PT Bank Oke Indonesia Tbk is a subsidiary of Apro Financial Co., Ltd.",Jakarta Pusat,62 21 231 2633,Indonesia,https://www.okbank.co.id,86400,Jl. Ir. H. Juanda No. 12,62 21 231 2604,Banks—Regional,,DNAR.JK,
12940,Consumer Defensive,2838.0,"PT Tunas Baru Lampung Tbk primarily manufactures and sells vegetable cooking oils in Indonesia. It operates through Plantations and Manufacturing segments. The company offers palm cooking oil, palm kernel oil, crude palm oil, stearine, fatty acid, crude coconut oil, glycerin, margarine, molasses, FAME, palm and copra chips/expellers and pellets, and sugar, as well as biodiesel, and laundry and cream soaps. It also engages in the plantation of palm oil and sugarcane. The company was founded in 1973 and is headquartered in Jakarta, Indonesia.",Jakarta,62 21 521 3383,Indonesia,https://www.tunasbarulampung.com,86400,Wisma Budi,62 21 521 3332,Packaged Foods,Floor 8-9 HR Rasuna Said Road Lot C-6,TBLA.JK,
10340,Communication Services,8384.0,"PT Global Mediacom Tbk operates as an integrated media company in Indonesia and internationally. It operates four free-to-air TV stations, including RCTI, MNCTV, GTV, and iNews; and provides content production and content library services. The company also owns and operates okezone.com, sindonews.com, iNews.id, idxchannel.com, celebrities.id, sportstars.id, and BuddyKu; various portals and new apps; network of radio stations, which include approximately 100 radio stations under 4 principal brands MNC Trijaya, RDI, Global Radio, and V Radio; Over-The-Top services under RCTI+ name; Vision+ to watch content; MNC Vision, a subscription DTH service; and K-Vision, a DTH based pay-TV service. In addition, it operates MNC Play, that offers high-speed internet and IPTV services; MeTube.id, a video sharing platform; Mediate local media agencies that provides integrated media placement services; MNC Licensing, a licensing and brand management service; Movieland, special economic zone for integrated film industry and drama series; and MNC Shop, a TV home shopping channel, as well as provides talent management, advertising-based media and content, subscription based media and fixed broadband, online media, supporting media and infrastructure, advertising services. The company was formerly known as PT Bimantara Citra Tbk. and changed its name to PT Global Mediacom Tbk in March 2007. The company was founded in 1981 and is based in Jakarta Pusat, Indonesia.",Jakarta Pusat,62 21 390 9211,Indonesia,https://mediacom.co.id,86400,MNC Tower,62 21 392 7859,Entertainment,Lantai 27 Jl. Kebon Sirih No. 17-19,BMTR.JK,
60286,Consumer Cyclical,341.0,"PT Damai Sejahtera Abadi Tbk engages in the retail trading of electronics in Indonesia. It sells TVs, air conditioners, refrigerators, washing machines, laptops, office supplies, various gadgets, loudspeakers, home entertainment, digital cameras and equipment, kitchen electronic equipment, and household furniture. The company was founded in 2004 and is headquartered in Surabaya, Indonesia.",Surabaya,62 31 503 7745,Indonesia,https://corp.ufoelektronika.com,86400,Jl. Kertajaya No.149,62 31 503 7705,Department Stores,Kel. Airlangga Kec. Gubeng,UFOE.JK,
